Close,Returns
0.10252228708262869,0.5038415634846789
0.10449219566077576,0.5765627423210262
0.1042127117609778,0.5349073221130448
0.10471805396227829,0.5493913503597156
0.10392528137683027,0.5254297339913139
0.10623128719585043,0.5825080288368083
0.10701077140343364,0.5543205797885653
0.10873813685942166,0.5714896366354904
0.10840082069959103,0.5339482718445246
0.10763363125724046,0.52611901020436
0.10939926205453153,0.5721004585261352
0.10848462360474294,0.5235018064503372
0.10884087861516532,0.5465263596983887
0.10964833029091943,0.554672277622416
0.10726455740098227,0.49680735255961067
0.10917938690300831,0.5748497424918532
0.10881983536344814,0.5335565258135568
0.10845192573947578,0.5333951732674632
0.10674586605884835,0.5089960353949706
0.10630783534780994,0.5320537507939327
0.10673319276794159,0.5478482115330588
0.1056124797486995,0.5195348683087051
0.10726054262593755,0.5702268481786448
0.10778819215584624,0.5496792885739806
0.1102548866807458,0.5847266873136783
0.11124273856935434,0.5578252910739941
0.11170006608010799,0.5482638382498725
0.11202311778784364,0.5458478903085935
0.11161548458037363,0.5327708364358109
0.11016897585297827,0.5140783165107322
0.11158941975265323,0.5655883468799754
0.11098436503673423,0.5292137404856665
0.11126136359302372,0.5450387394036895
0.11105241217320794,0.5363167779993406
0.10951745500457391,0.5124204517912387
0.11129524868383643,0.5720709892995118
0.11085425950672127,0.5321497704279663
0.10987718034003366,0.5224743461837861
0.11042014289753654,0.5498516233587541
0.11188886366615765,0.5664260364150046
0.1129285665981867,0.5586311418432365
0.11250278542539865,0.5324737858126453
0.11000373261736714,0.49523396963816
0.11025092320898015,0.5445218521916648
0.10842550344597372,0.5070605515106458
0.10871434698343144,0.5453060746506405
0.10889052769146673,0.5432594355903466
0.10827975600879962,0.5289888182680393
0.11228595021756901,0.6122249692228499
0.11284727299648657,0.5500830100729629
0.11300521853053434,0.5428810506103573
0.11306915125450477,0.5412054290495523
0.11244620094673351,0.5289595361522452
0.11131649880584178,0.5198520826350237
0.11199904743551484,0.552291349925613
0.11275624841253078,0.5535886476966508
0.11302022953855567,0.5447711059853745
0.11202661718243755,0.5223337003290339
0.11354359175769625,0.5671116479733649
0.11260081991540347,0.5232785385582855
0.1133730745726163,0.553823352974608
0.11585618455869512,0.5840095769829218
0.11564368699822905,0.5363234717268746
0.11581614783876322,0.5431050852878216
0.11543957279404608,0.5334298531927018
0.11240273291435203,0.4861738561969705
0.10973336923913805,0.4921422490462367
0.1101657948425295,0.5478659937964114
0.10980271863650443,0.5335193145066276
0.10582914896314709,0.46776394877808025
0.10428902072779767,0.5117191135559627
0.10514768654058443,0.5558940341194366
0.10424689113789462,0.5234615403576249
0.10328772088948313,0.5223160910378521
0.10354557434633212,0.5448457770237407
0.10617141081431906,0.5884391157611161
0.107536565107997,0.5650060727846064
0.10384675746171157,0.47233065764415133
0.1056398665852773,0.5731146844153702
0.10839284873622401,0.5903259924205521
0.10894176654797978,0.5500195079864895
0.10476209392610064,0.4637082098425234
0.10448396794055048,0.5349382295621127
0.10305650253462348,0.5136499564432601
0.10334121515690804,0.5453484365665769
0.10231521565524793,0.5210038064458423
0.09958302983741021,0.48889526355546914
0.09694258574465398,0.4900398078874441
0.09805828657853358,0.5612749834795377
0.10284569508231592,0.6299237404773769
0.10202029582094223,0.5247052390096433
0.09987801029658674,0.49994377836235865
0.09991982039756349,0.5408533825234997
0.10215588175641921,0.581930323201428
0.10091360592814183,0.5168582530766943
0.10072548350153056,0.5365415122570839
0.10182383864842263,0.5606093161353405
0.09976498447747653,0.501480899843793
0.10098170823462894,0.56291095138675
0.10595380743827994,0.6322017058418858
0.10553506807209931,0.5323815806704951
0.10740665685048509,0.5743125718748746
0.10571482309270669,0.509121754806967
0.10631798234925322,0.5511241343711722
0.1047636005024748,0.5115144643069535
0.10507836151745428,0.5458636445556336
0.10609091079079708,0.5586627926709515
0.10363913405800128,0.49490224772568303
0.10071251613166618,0.4855391908914435
0.09963435334778616,0.5198068196560193
0.09922539799336105,0.5323574913524112
0.09960733937487862,0.5472672738030249
0.10382831866273082,0.6188648096699713
0.10183931960276607,0.5031120667233856
0.1002034216099155,0.5094374789718406
0.10392760376510511,0.6094873863787401
0.10537364503193614,0.566728390033787
0.10530169111278444,0.5387439598791655
0.1044173451432971,0.5237758749547592
0.10721361455679407,0.5913726710999317
0.10687339178655637,0.5338563652884123
0.10589465365273161,0.522151714764501
0.10709779633403801,0.5620791497870374
0.10758648078182256,0.5489761809353373
0.10744571715094274,0.5375023385914994
0.10681665222422398,0.52858801944383
0.1060099606379665,0.5253027108389121
0.10503898421382805,0.5222298177334586
0.10603658393260632,0.5583918297360678
0.10508145186679216,0.522523419438832
0.10531698964012483,0.5443995556336962
0.1084683378172624,0.5976284968883926
0.11028093341767328,0.5728362412284436
0.11058817964157475,0.5455972400931131
0.11146916645463757,0.5558860446456318
0.1106753144288642,0.5258147102630784
0.11089653299438149,0.5440430064887243
0.10982313616774401,0.5207396606931008
0.11038600474276991,0.5502121911431151
0.11021698508866776,0.5370227752941793
0.11138296396462136,0.561023076237037
0.11183457844441007,0.5481568985540046
0.11206944271547617,0.5442682035421587
0.11182835997602551,0.5357540954062961
0.1131237066643157,0.563189455243339
0.11356473602784858,0.5479116871662099
0.11119272456999794,0.49770807229986713
0.11000073555299565,0.5186251784292178
0.11086768225360508,0.5556719057454662
0.11088120325697093,0.5403097368992854
0.11331458034147138,0.5835711229227445
0.11424629422113543,0.5566105820613417
0.11385774238103781,0.5331751384326562
